onset	duration	trial_type	stim_file
22.8	1	AHigh	music_16_ramp10_eq.wav
33.2	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
38.4	1	AHigh	nature_13_ramp10_eq.wav
43.6	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
54	1	AHigh	nature_7_ramp10_eq.wav
61.8	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
72.2	1	AHigh	animal_14_ramp10_eq.wav
82.6	1	AHigh	tools_7_ramp10_eq.wav
90.4	1	AHigh	nature_12_ramp10_eq.wav
95.6	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
103.4	1	AHigh	tools_13_ramp10_eq.wav
113.8	1	AHigh	animal_13_ramp10_eq.wav
124.2	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
134.6	1	AHigh	speech_13_ramp10_eq.wav
152.8	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
158	1	AHigh	voice_12_ramp10_eq.wav
168.4	1	AHigh	speech_14_ramp10_eq.wav
178.8	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
184	1	AHigh	animal_8_ramp10_eq.wav
189.2	1	AHigh	speech_6_ramp10_eq.wav
204.8	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
215.2	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
223	1	AHigh	tools_9_ramp10_eq.wav
230.8	1	AHigh	music_13_ramp10_eq.wav
246.4	1	AHigh	music_10_ramp10_eq.wav
251.6	1	AHigh	tools_15_ramp10_eq.wav
256.8	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
264.6	1	AHigh	voice_13_ramp10_eq.wav
275	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
282.8	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
288	1	AHigh	voice_7_ramp10_eq.wav
298.4	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
303.6	1	AHigh	nature_9_ramp10_eq.wav
308.8	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
314	1	AHigh	voice_6_ramp10_eq.wav
324.4	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
329.6	1	AHigh	music_11_ramp10_eq.wav
334.8	1	AHigh	animal_9_ramp10_eq.wav
342.6	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
347.8	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
353	1	AHigh	speech_5_ramp10_eq.wav
363.4	1	AHigh	nature_13_ramp10_eq.wav
371.2	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
379	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
384.2	1	AHigh	tools_7_ramp10_eq.wav
392	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
402.4	1	AHigh	voice_13_ramp10_eq.wav
412.8	1	AHigh	Ripple_300Hz_10Hz_ramp10_eq.wav
418	1	AHigh	nature_7_ramp10_eq.wav
428.4	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
438.8	1	AHigh	nature_12_ramp10_eq.wav
446.6	1	AHigh	animal_14_ramp10_eq.wav
451.8	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
457	1	AHigh	music_16_ramp10_eq.wav
464.8	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
472.6	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
485.6	1	AHigh	animal_9_ramp10_eq.wav
496	1	AHigh	Ripple_300Hz_3Hz_ramp10_eq.wav
506.4	1	AHigh	voice_6_ramp10_eq.wav
514.2	1	AHigh	tools_15_ramp10_eq.wav
524.6	1	AHigh	Ripple_4000Hz_10Hz_ramp10_eq.wav
532.4	1	AHigh	voice_7_ramp10_eq.wav
540.2	1	AHigh	speech_5_ramp10_eq.wav
545.4	1	AHigh	Ripple_4000Hz_3Hz_ramp10_eq.wav
