onset	duration	trial_type	stim_file
22.8	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
28	1	ALow	animal_10_ramp10_eq.wav
38.4	1	ALow	music_9_ramp10_eq.wav
43.6	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
54	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
61.8	1	ALow	voice_14_ramp10_eq.wav
72.2	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
80	1	ALow	voice_8_ramp10_eq.wav
85.2	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
90.4	1	ALow	nature_15_ramp10_eq.wav
98.2	1	ALow	nature_10_ramp10_eq.wav
108.6	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
121.6	1	ALow	voice_16_ramp10_eq.wav
129.4	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
139.8	1	ALow	tools_14_ramp10_eq.wav
150.2	1	ALow	music_2_ramp10_eq.wav
155.4	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
163.2	1	ALow	speech_15_ramp10_eq.wav
171	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
191.8	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
202.2	1	ALow	animal_16_ramp10_eq.wav
207.4	1	ALow	tools_16_ramp10_eq.wav
217.8	1	ALow	tools_11_ramp10_eq.wav
223	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
228.2	1	ALow	nature_10_ramp10_eq.wav
246.4	1	ALow	voice_15_ramp10_eq.wav
251.6	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
256.8	1	ALow	music_9_ramp10_eq.wav
267.2	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
272.4	1	ALow	music_1_ramp10_eq.wav
277.6	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
285.4	1	ALow	music_2_ramp10_eq.wav
293.2	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
298.4	1	ALow	animal_16_ramp10_eq.wav
306.2	1	ALow	tools_1_ramp10_eq.wav
316.6	1	ALow	nature_16_ramp10_eq.wav
327	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
334.8	1	ALow	tools_16_ramp10_eq.wav
340	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
347.8	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
353	1	ALow	voice_14_ramp10_eq.wav
363.4	1	ALow	speech_15_ramp10_eq.wav
381.6	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
389.4	1	ALow	animal_5_ramp10_eq.wav
399.8	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
407.6	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
415.4	1	ALow	speech_8_ramp10_eq.wav
423.2	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
431	1	ALow	nature_15_ramp10_eq.wav
438.8	1	ALow	animal_10_ramp10_eq.wav
444	1	ALow	tools_14_ramp10_eq.wav
449.2	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
454.4	1	ALow	animal_11_ramp10_eq.wav
462.2	1	ALow	Ripple_4000Hz_3Hz_ramp10_eq.wav
472.6	1	ALow	voice_8_ramp10_eq.wav
477.8	1	ALow	Ripple_300Hz_3Hz_ramp10_eq.wav
488.2	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
498.6	1	ALow	speech_7_ramp10_eq.wav
503.8	1	ALow	speech_16_ramp10_eq.wav
511.6	1	ALow	Ripple_4000Hz_10Hz_ramp10_eq.wav
522	1	ALow	voice_16_ramp10_eq.wav
532.4	1	ALow	music_6_ramp10_eq.wav
542.8	1	ALow	nature_14_ramp10_eq.wav
548	1	ALow	Ripple_300Hz_10Hz_ramp10_eq.wav
